ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,Conversion_Rate,CPA,Revenue,ROAS,Campaign_Type
708162,936,103124,40-44,M,90,10938,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708168,936,103758,30-34,F,86,1726,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708173,1178,103205,30-34,M,68,111989,29,44.07,15,7,0.025895400441114755,1.5196551724137932,51.724137931034484,2.938,425,9.64374858180168,Video
708177,1178,103571,30-34,F,11,24352,10,13.57,6,3,0.04106438896189225,1.357,60.0,2.2616666666666667,180,13.264554163596168,Video
708179,916,103104,30-34,M,83,14052,3,4.88,0,0,0.02134927412467976,1.6266666666666667,0.0,,0,0.0,Image
708182,936,103216,30-34,M,96,2557,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708193,916,103145,45-49,M,57,26744,4,12.21,0,0,0.014956625785222853,3.0525,0.0,,0,0.0,Image
708199,1178,103660,40-44,M,67,19375,5,5.97,1,0,0.025806451612903226,1.194,20.0,5.97,5,0.8375209380234506,Video
708200,936,103872,40-44,M,40,5529,3,4.21,0,0,0.05425935973955508,1.4033333333333333,0.0,,0,0.0,Image
708201,936,103655,30-34,F,9,886,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708209,916,103891,30-34,F,113,315,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708212,1178,103451,35-39,F,35,13617,2,3.86,0,0,0.014687522949254609,1.93,0.0,,0,0.0,Video
708215,916,103331,30-34,F,69,713,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708215,1178,104039,35-39,M,89,29480,18,38.66,5,1,0.06105834464043419,2.147777777777778,27.77777777777778,7.731999999999999,75,1.9399896533885155,Video
708221,916,104095,40-44,F,2,14073,4,5.29,0,0,0.028423221772187875,1.3225,0.0,,0,0.0,Image
708222,1178,103324,40-44,F,56,7052,1,2.01,1,0,0.014180374361883154,2.01,100.0,2.01,5,2.4875621890547266,Video
708225,916,103294,40-44,M,14,3888,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708226,936,103370,45-49,F,87,3661,1,3.14,0,0,0.027314941272876262,3.14,0.0,,0,0.0,Image
708229,1178,103363,40-44,M,105,14356,5,6.27,2,1,0.03482864307606576,1.254,40.0,3.135,60,9.569377990430622,Video
708229,1178,103344,40-44,F,110,4393,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708231,916,103954,45-49,F,15,7055,1,2.49,0,0,0.014174344436569808,2.49,0.0,,0,0.0,Image
708234,1178,103746,30-34,F,94,7896,2,2.21,0,0,0.025329280648429587,1.105,0.0,,0,0.0,Video
708234,916,103218,35-39,M,89,2111,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708235,936,103741,45-49,F,40,46114,8,19.93,1,0,0.017348310708244784,2.49125,12.5,19.93,5,0.2508780732563974,Image
708235,916,103271,30-34,F,101,17218,3,4.77,1,0,0.017423626437449182,1.5899999999999999,33.33333333333333,4.77,5,1.0482180293501049,Image
708238,916,103438,45-49,F,109,2295,1,2.74,0,0,0.04357298474945533,2.74,0.0,,0,0.0,Image
708239,916,103709,45-49,M,113,19004,1,2.53,0,0,0.005262050094716902,2.53,0.0,,0,0.0,Image
708242,1178,103489,35-39,F,63,44589,14,27.24,2,0,0.03139787840050237,1.9457142857142855,14.285714285714285,13.62,10,0.3671071953010279,Video
708246,1178,103958,35-39,M,48,30585,17,38.11,6,3,0.05558280202713748,2.241764705882353,35.294117647058826,6.351666666666667,180,4.7231697717134615,Video
708246,1178,103308,45-49,M,14,7069,2,3.02,1,0,0.028292544914415053,1.51,50.0,3.02,5,1.6556291390728477,Video
708247,1178,103954,30-34,F,10,11856,3,4.46,1,0,0.025303643724696356,1.4866666666666666,33.33333333333333,4.46,5,1.1210762331838564,Video
708248,1178,103269,35-39,F,59,119152,51,74.66,4,2,0.04280247079360817,1.463921568627451,7.8431372549019605,18.665,120,1.607286364854005,Video
708248,916,103410,35-39,M,99,4981,2,3.09,0,0,0.04015257980325236,1.545,0.0,,0,0.0,Image
708249,916,103363,30-34,F,72,27487,6,8.39,1,0,0.021828500745807108,1.3983333333333334,16.666666666666664,8.39,5,0.5959475566150179,Image
708249,916,103703,45-49,M,47,4305,2,4.21,0,0,0.04645760743321719,2.105,0.0,,0,0.0,Image
708255,936,103982,45-49,F,27,4567,1,3.16,0,0,0.02189621195533173,3.16,0.0,,0,0.0,Image
708255,936,103496,40-44,F,107,9806,3,8.16,0,0,0.030593514174994903,2.72,0.0,,0,0.0,Image
708256,916,104137,40-44,F,59,5559,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708259,1178,103877,40-44,F,2,31694,8,21.7,2,1,0.02524137060642393,2.7125,25.0,10.85,60,2.7649769585253456,Video
708264,936,103159,45-49,F,81,7310,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708267,936,103354,30-34,F,82,16576,1,1.73,0,0,0.006032818532818533,1.73,0.0,,0,0.0,Image
708268,936,103402,45-49,F,91,1679,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708272,1178,103576,30-34,F,98,16301,2,1.82,1,0,0.012269185939512914,0.91,50.0,1.82,5,2.7472527472527473,Video
708275,936,104123,35-39,M,73,211977,37,81.42,1,0,0.01745472386155102,2.2005405405405405,2.7027027027027026,81.42,5,0.061409972979611885,Image
708278,1178,103527,45-49,M,112,6573,1,1.63,0,0,0.015213753232922561,1.63,0.0,,0,0.0,Video
708280,916,103644,45-49,M,100,21302,1,2.35,0,0,0.004694394892498357,2.35,0.0,,0,0.0,Image
708287,936,103720,30-34,F,61,618,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708294,1178,103704,35-39,M,36,28676,19,23.48,8,3,0.0662574975589343,1.2357894736842105,42.10526315789473,2.935,190,8.09199318568995,Video
708294,916,103184,30-34,M,56,6160,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708295,916,103878,45-49,F,2,394,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708298,936,103566,40-44,F,114,20467,7,17.78,1,0,0.03420139737137832,2.54,14.285714285714285,17.78,5,0.281214848143982,Image
708300,936,104025,30-34,M,41,1567,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708302,916,103919,35-39,M,61,15395,2,3.03,0,0,0.012991230919129588,1.515,0.0,,0,0.0,Image
708302,936,103985,30-34,F,88,13893,1,1.15,0,0,0.007197869430648528,1.15,0.0,,0,0.0,Image
708306,1178,103753,35-39,M,75,43883,12,24.02,2,1,0.02734544128705877,2.0016666666666665,16.666666666666664,12.01,60,2.4979184013322233,Video
708313,1178,103370,45-49,M,18,64291,13,33.08,0,0,0.02022055964287381,2.5446153846153843,0.0,,0,0.0,Video
708317,936,103587,40-44,F,67,1818,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708317,916,103555,30-34,F,56,5183,1,1.52,0,0,0.019293845263360986,1.52,0.0,,0,0.0,Image
708318,936,103408,30-34,F,89,1015,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708320,1178,104105,45-49,M,47,19802,3,4.26,0,0,0.01514998485001515,1.42,0.0,,0,0.0,Video
708320,936,103659,35-39,M,6,9867,2,3.71,0,0,0.020269585486976792,1.855,0.0,,0,0.0,Image
708322,1178,103468,40-44,M,82,49049,10,25.68,2,0,0.020387775489816306,2.568,20.0,12.84,10,0.3894080996884735,Video
708323,1178,103891,45-49,M,98,41399,5,14.41,0,0,0.0120775864151308,2.882,0.0,,0,0.0,Video
708324,916,103331,40-44,F,66,1900,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708326,1178,103887,30-34,M,27,18038,11,8.35,2,0,0.06098237055105887,0.759090909090909,18.181818181818183,4.175,10,1.1976047904191618,Video
708327,936,103582,45-49,F,80,12896,1,2.66,0,0,0.007754342431761787,2.66,0.0,,0,0.0,Image
708331,936,104227,45-49,F,68,6309,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708332,936,103272,45-49,M,110,7593,1,2.64,0,0,0.013170025023047545,2.64,0.0,,0,0.0,Image
708333,936,103831,30-34,F,10,47812,14,19.65,3,1,0.029281351961850582,1.4035714285714285,21.428571428571427,6.55,65,3.3078880407124682,Image
708334,1178,103356,30-34,F,48,41715,10,12.04,3,1,0.0239721922569819,1.204,30.0,4.013333333333333,65,5.398671096345515,Video
708336,916,104122,35-39,F,95,4566,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708337,936,103593,30-34,F,7,1271,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708339,1178,103139,30-34,F,66,10258,2,1.68,1,0,0.019496977968414896,0.84,50.0,1.68,5,2.9761904761904763,Video
708341,916,103742,45-49,M,16,4642,1,2.0,0,0,0.021542438604049977,2.0,0.0,,0,0.0,Image
708341,936,103352,30-34,M,96,39795,11,17.89,1,0,0.027641663525568537,1.6263636363636365,9.090909090909092,17.89,5,0.27948574622694244,Image
708342,936,103535,35-39,F,63,21484,1,1.33,0,0,0.004654626698938745,1.33,0.0,,0,0.0,Image
708342,936,103589,35-39,M,55,2769,1,2.04,0,0,0.03611412062116288,2.04,0.0,,0,0.0,Image
708343,916,104267,45-49,F,43,3138,1,3.54,0,0,0.03186743148502231,3.54,0.0,,0,0.0,Image
708344,936,104052,40-44,M,102,14221,3,4.2,0,0,0.021095562899936714,1.4000000000000001,0.0,,0,0.0,Image
708344,936,103351,45-49,F,44,9372,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708347,916,103214,45-49,M,14,2687,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708347,1178,104262,45-49,F,37,22327,8,25.42,5,3,0.03583105656828056,3.1775,62.5,5.0840000000000005,175,6.884343036978756,Video
708348,1178,103536,35-39,F,56,4514,1,1.32,0,0,0.022153300841825433,1.32,0.0,,0,0.0,Video
708348,936,103472,30-34,F,94,10057,2,3.63,0,0,0.019886646117132346,1.815,0.0,,0,0.0,Image
708353,936,103389,30-34,F,83,4090,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708356,936,103124,45-49,M,106,17423,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708357,916,104155,35-39,F,57,888,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708359,916,103502,30-34,M,6,804,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708359,936,103895,30-34,M,26,10352,2,2.22,0,0,0.019319938176197836,1.11,0.0,,0,0.0,Image
708361,936,103734,30-34,M,93,871,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708362,936,103903,30-34,F,25,1656,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708364,916,104156,35-39,F,86,13967,2,4.52,0,0,0.014319467315815853,2.26,0.0,,0,0.0,Image
708365,936,104238,30-34,M,88,7642,4,4.18,1,0,0.05234231876472127,1.045,25.0,4.18,5,1.1961722488038278,Image
708365,916,103800,45-49,F,51,27224,8,12.21,0,0,0.02938583602703497,1.52625,0.0,,0,0.0,Image
708365,916,103845,30-34,M,20,6999,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708367,1178,103178,35-39,M,38,12462,1,1.82,0,0,0.008024394158241053,1.82,0.0,,0,0.0,Video
708368,916,103645,45-49,M,69,15965,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708368,916,103719,30-34,M,67,6092,1,1.27,1,0,0.016414970453053183,1.27,100.0,1.27,5,3.937007874015748,Image
708369,916,103892,45-49,M,64,18147,3,4.17,0,0,0.01653165812530997,1.39,0.0,,0,0.0,Image
708370,936,103797,45-49,F,8,5738,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708370,916,104084,30-34,F,89,4776,1,1.93,0,0,0.020938023450586266,1.93,0.0,,0,0.0,Image
708370,916,103524,35-39,F,32,133,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708375,1178,103057,45-49,M,58,30458,7,15.19,4,3,0.02298246766038479,2.17,57.14285714285714,3.7975,170,11.19157340355497,Video
708376,1178,103813,35-39,M,12,2491,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708376,1178,103976,30-34,M,67,720,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708376,916,103459,30-34,M,106,6941,1,1.34,0,0,0.014407145944388418,1.34,0.0,,0,0.0,Image
708377,936,103846,35-39,F,45,125032,19,35.71,2,1,0.01519610979589225,1.8794736842105264,10.526315789473683,17.855,60,1.6802016241949034,Image
708377,936,103962,35-39,F,98,14472,2,4.35,1,0,0.013819789939192924,2.175,50.0,4.35,5,1.149425287356322,Image
708378,936,103816,45-49,F,50,3820,1,1.44,0,0,0.026178010471204192,1.44,0.0,,0,0.0,Image
708378,936,103818,40-44,M,46,24711,1,1.37,0,0,0.004046780785884829,1.37,0.0,,0,0.0,Image
708379,936,103908,35-39,F,92,5697,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708379,936,103635,45-49,M,98,66196,7,19.58,1,0,0.010574657078977583,2.7971428571428567,14.285714285714285,19.58,5,0.25536261491317674,Image
708380,916,103608,30-34,M,102,4842,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708381,1178,104175,30-34,F,41,27312,7,11.61,1,0,0.025629759812536613,1.6585714285714286,14.285714285714285,11.61,5,0.4306632213608958,Video
708382,1178,103577,35-39,M,14,14405,3,4.27,0,0,0.020826102047900034,1.4233333333333331,0.0,,0,0.0,Video
708383,916,103506,40-44,M,93,3479,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708384,936,103400,40-44,M,24,8772,2,4.59,0,0,0.022799817601459188,2.295,0.0,,0,0.0,Image
708386,936,103405,40-44,M,32,671,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708387,1178,104159,35-39,F,22,7070,1,2.59,0,0,0.014144271570014143,2.59,0.0,,0,0.0,Video
708387,916,103981,35-39,M,76,10463,2,4.61,0,0,0.019114976584153686,2.305,0.0,,0,0.0,Image
708388,916,103562,30-34,F,91,4371,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708390,916,103139,45-49,F,38,2846,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708393,1178,103601,30-34,F,14,24232,14,10.06,7,2,0.0577748431825685,0.7185714285714286,50.0,1.4371428571428573,135,13.41948310139165,Video
708395,916,103995,35-39,M,85,482,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708400,936,103688,45-49,M,21,23724,3,8.39,0,0,0.012645422357106728,2.796666666666667,0.0,,0,0.0,Image
708401,916,103941,30-34,M,9,2026,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708402,936,103441,30-34,M,12,6713,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708403,916,104124,30-34,F,2,22243,3,2.79,0,0,0.013487389291012904,0.93,0.0,,0,0.0,Image
708405,916,104160,35-39,M,48,4013,2,4.58,0,0,0.049838026414154,2.29,0.0,,0,0.0,Image
708405,916,103445,30-34,F,38,5233,1,0.86,0,0,0.019109497420217846,0.86,0.0,,0,0.0,Image
708405,1178,103560,30-34,F,12,43222,10,12.86,1,0,0.023136365739669613,1.286,10.0,12.86,5,0.38880248833592534,Video
708406,936,104180,45-49,M,20,5214,1,3.33,0,0,0.019179133103183737,3.33,0.0,,0,0.0,Image
708407,1178,103836,35-39,F,91,7136,3,5.11,1,0,0.04204035874439462,1.7033333333333334,33.33333333333333,5.11,5,0.9784735812133072,Video
708408,916,104315,30-34,F,23,3482,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708410,1178,103506,45-49,M,40,26688,4,8.15,3,1,0.014988009592326138,2.0375,75.0,2.716666666666667,65,7.975460122699386,Video
708412,916,103887,45-49,F,13,20666,4,11.51,0,0,0.019355463079454176,2.8775,0.0,,0,0.0,Image
708413,916,103962,35-39,M,61,15081,2,4.4,0,0,0.013261720045089846,2.2,0.0,,0,0.0,Image
708414,936,103290,45-49,M,58,20558,4,11.19,0,0,0.01945714563673509,2.7975,0.0,,0,0.0,Image
708414,1178,103433,45-49,F,26,81391,25,49.93,1,0,0.03071592682237594,1.9972,4.0,49.93,5,0.1001401962747847,Video
708414,916,103492,40-44,M,89,4307,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708415,916,103797,35-39,M,54,5613,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708416,1178,103494,30-34,F,95,42746,9,14.81,2,1,0.02105460160014972,1.6455555555555557,22.22222222222222,7.405,60,4.051316677920324,Video
708417,916,104085,30-34,M,89,10344,4,4.56,2,0,0.038669760247486466,1.14,50.0,2.28,10,2.192982456140351,Image
708419,1178,103930,35-39,F,52,1667,1,2.18,0,0,0.05998800239952009,2.18,0.0,,0,0.0,Video
708420,1178,104003,35-39,M,104,44660,11,23.05,3,1,0.02463054187192118,2.0954545454545457,27.27272727272727,7.683333333333334,65,2.819956616052061,Video
708420,1178,103798,30-34,M,45,159550,65,63.67,29,17,0.040739580068943904,0.9795384615384616,44.61538461538462,2.1955172413793105,995,15.62745405999686,Video
708421,916,103466,30-34,M,71,77797,7,7.85,1,0,0.008997776263866216,1.1214285714285714,14.285714285714285,7.85,5,0.6369426751592357,Image
708422,916,103827,35-39,M,62,24403,6,11.82,0,0,0.024587140925296073,1.97,0.0,,0,0.0,Image
708423,1178,104106,40-44,M,84,29587,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708424,936,103318,40-44,M,48,1893,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708428,916,103397,45-49,F,84,2550,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708429,1178,103276,35-39,M,18,4262,2,4.46,0,0,0.04692632566870014,2.23,0.0,,0,0.0,Video
708433,1178,103899,40-44,F,86,747,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708433,1178,103981,35-39,F,21,15896,4,6.36,2,1,0.025163563160543533,1.59,50.0,3.18,60,9.433962264150942,Video
708434,1178,104108,40-44,M,76,2425,2,2.95,0,0,0.08247422680412371,1.475,0.0,,0,0.0,Video
708438,936,103882,45-49,M,12,1996,2,4.19,0,0,0.1002004008016032,2.095,0.0,,0,0.0,Image
708438,1178,103733,45-49,F,23,9150,3,4.7,0,0,0.03278688524590164,1.5666666666666667,0.0,,0,0.0,Video
708439,936,103878,45-49,F,101,58042,10,14.83,0,0,0.017228903208021777,1.483,0.0,,0,0.0,Image
708439,916,103597,35-39,F,85,10861,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708441,936,104167,40-44,F,42,2536,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708442,936,103789,45-49,F,48,14113,3,6.73,1,0,0.021256997094877064,2.2433333333333336,33.33333333333333,6.73,5,0.7429420505200593,Image
708443,936,104063,30-34,F,26,4078,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708444,916,103935,30-34,F,14,6333,2,2.6,0,0,0.03158060950576346,1.3,0.0,,0,0.0,Image
708446,1178,104118,30-34,M,13,7275,3,5.02,1,0,0.041237113402061855,1.6733333333333331,33.33333333333333,5.02,5,0.9960159362549802,Video
708447,936,103629,35-39,F,14,15335,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708448,936,103599,35-39,M,40,2516,1,2.19,0,0,0.0397456279809221,2.19,0.0,,0,0.0,Image
708449,936,104172,35-39,M,79,10976,6,8.31,1,0,0.05466472303206997,1.385,16.666666666666664,8.31,5,0.6016847172081828,Image
708449,1178,103660,45-49,F,106,2178,1,2.24,0,0,0.04591368227731864,2.24,0.0,,0,0.0,Video
708450,936,103747,30-34,F,62,9062,2,3.2,0,0,0.022070183182520416,1.6,0.0,,0,0.0,Image
708450,1178,103164,40-44,M,7,2381,3,6.03,1,0,0.125997480050399,2.0100000000000002,33.33333333333333,6.03,5,0.8291873963515755,Video
708452,1178,103383,45-49,F,3,5511,1,1.99,0,0,0.018145527127563055,1.99,0.0,,0,0.0,Video
708453,1178,103717,35-39,M,62,28150,18,17.94,0,0,0.06394316163410302,0.9966666666666667,0.0,,0,0.0,Video
708458,936,104036,45-49,F,109,6324,3,7.49,0,0,0.04743833017077799,2.4966666666666666,0.0,,0,0.0,Image
708458,1178,103826,40-44,M,5,17323,5,10.8,2,0,0.02886336084973734,2.16,40.0,5.4,10,0.9259259259259258,Video
708459,936,103829,40-44,F,55,5756,1,1.59,0,0,0.017373175816539264,1.59,0.0,,0,0.0,Image
708459,916,103453,30-34,F,30,3977,3,4.48,0,0,0.07543374402816193,1.4933333333333334,0.0,,0,0.0,Image
708459,916,104379,35-39,M,81,29214,4,4.15,0,0,0.01369206544807284,1.0375,0.0,,0,0.0,Image
708462,916,104011,35-39,F,104,6881,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708463,1178,104289,30-34,F,58,32864,10,11.75,1,0,0.030428432327166507,1.175,10.0,11.75,5,0.425531914893617,Video
708463,1178,103637,45-49,M,42,23304,2,6.17,1,0,0.008582217645039478,3.085,50.0,6.17,5,0.8103727714748784,Video
708464,916,103284,45-49,F,95,2785,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708464,916,103866,45-49,F,113,4041,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708465,916,104230,30-34,F,105,2159,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708466,936,103460,45-49,F,16,8666,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708467,1178,104365,30-34,F,27,10794,3,4.5,1,0,0.027793218454697052,1.5,33.33333333333333,4.5,5,1.1111111111111112,Video
708469,1178,103918,45-49,F,82,1442,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708470,916,103480,35-39,M,66,13031,3,4.69,0,0,0.023022024403345866,1.5633333333333335,0.0,,0,0.0,Image
708472,916,103762,35-39,M,3,568,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708474,916,103286,30-34,M,51,2292,1,1.19,0,0,0.04363001745200698,1.19,0.0,,0,0.0,Image
708474,936,103270,40-44,M,94,3328,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708475,1178,103566,45-49,M,20,23928,7,22.52,1,0,0.029254429956536276,3.217142857142857,14.285714285714285,22.52,5,0.22202486678507993,Video
708476,1178,103382,30-34,F,21,14997,2,2.22,1,0,0.013336000533440022,1.11,50.0,2.22,5,2.252252252252252,Video
708478,1178,104141,45-49,M,96,31667,6,17.24,0,0,0.01894716897716866,2.873333333333333,0.0,,0,0.0,Video
708478,916,103654,30-34,M,2,8267,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708478,916,103851,30-34,M,110,2482,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708481,1178,104170,45-49,F,59,28921,6,16.56,2,1,0.020746170602676257,2.76,33.33333333333333,8.28,60,3.6231884057971016,Video
708482,916,103210,45-49,M,99,4519,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
